,Intensity
8.9212441,0.00646812
8.9770803,-0.27625249
9.0330906,-0.049170317
9.0892751,-0.088755962
9.1456339,-0.057754519
9.2021668,0.059520287
9.2588739,-0.14477468
9.3157552,-0.011815895
9.3728107,-0.090622961
9.4300403,0.042333531
9.4874442,-0.012946417
9.5450222,-0.091756925
9.6027745,0.064725539
9.6607009,-0.014087262
9.7188015,0.024745848
9.7770763,0.055734675
9.8355253,0.078879217
9.8941485,0.007904965
9.9529458,0.10163545
10.011917,0.062031451
10.071063,-0.048161928
10.130383,0.014192566
10.189877,0.13144787
10.249545,0.1781138
10.309388,0.005170733
10.369405,0.27144221
10.429596,-0.019150211
10.489961,0.066726813
10.5505,0.16828896
10.611213,0.15220291
10.672101,0.19101767
10.733163,0.10434108
10.794399,0.12746727
10.855809,0.15843545
10.917393,0.18155935
10.979152,0.29095661
11.041085,0.18074488
11.103192,0.086218276
11.165473,0.25835719
11.227928,0.046181237
11.290558,0.28890609
11.353361,0.21006118
11.416339,0.17827394
11.479491,0.32687771
11.542818,0.067637193
11.606318,0.051532786
11.669993,0.40405468
11.733841,0.011477395
11.797864,0.12870288
11.862062,0.27729977
11.926433,-0.013320177
11.990979,0.064686182
12.055698,0.14269139
12.120592,0.25206801
12.185661,0.00065916
12.250903,0.14924917
12.316319,0.046857633
12.38191,-0.032005636
12.447675,0.014620145
12.513614,0.14751929
12.579727,0.076495716
12.646015,-0.00237214
12.712477,0.15405297
12.779112,0.020280863
12.845923,-0.14486494
12.912907,0.17626261
12.980065,-0.059473725
13.047398,-0.091289639
13.114905,0.14355997
13.182586,-0.076493537
13.250441,0.18972632
13.31847,-0.12444712
13.386674,-0.030778574
13.455051,0.015830002
13.523603,-0.14932728
13.592329,0.17963195
13.66123,-0.22082174
13.730304,0.084605777
13.799553,-0.080556088
13.868976,-0.14375832
13.938573,0.075391251
14.008344,-0.19173484
14.07829,-0.011803252
14.148409,0.026950717
14.218703,-0.091159207
14.289171,-0.044564394
14.359813,-0.092088376
14.43063,0.12705316
14.50162,-0.069492722
14.572785,-0.14054956
14.644124,0.000157168
14.715637,-0.11011765
14.787324,0.094977225
14.859186,0.096134321
14.931221,-0.036058123
15.003431,0.035654796
15.075815,-0.11225634
15.148374,-0.024889556
15.221106,0.038931605
15.294013,-0.061969322
15.367094,0.11162335
15.440349,-0.020682543
15.513778,-0.019671306
15.587381,0.075441371
15.661159,-0.15887392
15.735111,0.077382812
15.809237,-0.007945288
15.883537,0.032200602
15.958011,0.025271462
16.03266,-0.12285036
16.107482,0.13685476
16.182479,-0.23090732
16.25765,0.18562813
16.332996,0.037441485
16.408515,-0.032329993
16.484209,0.039058793
16.560077,-0.13270588
16.636119,0.12934783
16.712335,-0.11846684
16.788725,-0.068306758
16.86529,-0.14370134
16.942029,-0.25053294
17.018942,-0.051546646
17.096029,-0.33889933
17.17329,-0.21063021
17.250726,-0.051052997
17.328335,-0.18957947
17.406119,-0.1164057
17.484077,-0.1060415
17.56221,0.26504256
17.640516,-0.054133935
17.718997,0.48937021
17.797652,0.46026086
17.876481,0.093832152
17.955484,0.73126054
18.034662,0.5529382
18.114013,0.17062982
18.193539,0.71374717
18.273239,0.68425103
18.353113,0.70959239
18.433162,1.6289869
18.513384,1.8189052
18.593781,1.9773865
18.674352,1.9475681
18.755097,1.8392538
18.836016,1.0798946
18.91711,0.87733374
18.998377,0.92568879
19.079819,0.20535192
19.161435,-0.036618039
19.243226,0.31742597
19.32519,-0.55212391
19.407329,-0.51193432
19.489642,-0.28357391
19.572129,-0.55723874
19.65479,-0.18783079
19.737625,-0.61064417
19.820635,-0.64920828
19.903819,-0.6329349
19.987177,-0.98535344
20.070709,-0.68685605
20.154415,-0.81195253
20.238296,0.18445514
20.32235,2.2317787
20.406579,0.43590063
20.490982,0.090938435
20.57556,19.204735
20.660311,69.126311
20.745237,30.161547
20.830337,3.282994
20.915611,2.7886899
21.001059,3.706086
21.086681,3.2038098
21.172478,1.8230378
21.258449,2.6382797
21.344594,2.3240454
21.430913,2.4803349
21.517406,2.5032266
21.604074,2.424093
21.690915,2.6664636
21.777931,2.0538678
21.865121,1.9431682
21.952486,1.7461297
22.040024,1.4000072
22.127737,1.2969574
22.215624,0.69972551
22.303685,0.28282131
22.39192,0.20310755
22.480329,-0.34725892
22.568913,-0.12121926
22.657671,-0.49916563
22.746603,-0.336
22.835709,-0.48853402
22.924989,-0.72768673
23.014444,-1.0063993
23.104073,-1.3560443
23.193876,-1.509955
23.283853,-1.9465629
23.374004,-1.8109659
23.46433,-2.1776738
23.554829,-2.4506083
23.645503,-2.5827105
23.736351,-3.0916275
23.827373,-3.1224572
23.91857,-3.7026508
24.009941,-3.6949532
24.101485,-3.7817175
24.193204,-4.1982377
24.285098,-4.1288275
24.377165,-4.4989773
24.469407,-4.5792751
24.561822,-4.9030543
24.654412,-5.1644327
24.747176,-5.2143905
24.840115,-5.6411631
24.933227,-5.7074955
25.026514,-5.9231917
25.119975,-6.0294282
25.21361,-5.8850284
25.307419,-5.0272474
25.401403,-3.5423595
25.49556,3.4951254
25.589892,30.602854
25.684398,53.310239
25.779078,15.358456
25.873933,27.406329
25.968961,81.226407
26.064164,81.44614
26.159541,81.202784
26.255092,80.919869
26.350818,80.801315
26.446717,80.431436
26.542791,79.82592
26.639039,80.114176
26.735461,79.366795
26.832057,79.387696
26.928828,79.29845
27.025772,79.146114
27.122891,78.938533
27.220184,78.581587
27.317652,78.25567
27.415293,77.929408
27.513109,77.830254
27.611098,77.464088
27.709262,77.238755
27.807601,76.322882
27.906113,72.434115
28.0048,67.141083
28.10366,61.118294
28.202695,54.953985
28.301904,51.879528
28.401288,49.173355
28.500845,47.462915
28.600577,45.681543
28.700483,43.523357
28.800563,42.094237
28.900817,41.009872
29.001246,40.952614
29.101848,39.789129
29.202625,40.766476
29.303576,39.97093
29.404701,37.394648
29.506001,37.265081
29.607474,37.872424
29.709122,38.204913
29.810944,39.360587
29.91294,39.111996
30.01511,36.933649
30.117455,35.194173
30.219974,30.003373
30.322666,28.623993
30.425534,28.907014
30.528575,26.813221
30.63179,25.181828
30.73518,26.044209
30.838744,24.616049
30.942482,25.626761
31.046394,26.331247
31.15048,27.34127
31.254741,28.837224
31.359176,28.913226
31.463785,30.35359
31.568568,31.628904
31.673525,34.943089
31.778657,36.6334
31.883963,37.962583
31.989442,38.601226
32.095097,38.714035
32.200925,37.751989
32.306927,38.460188
32.413104,40.336669
32.519455,42.189278
32.62598,42.433698
32.732679,41.94052
32.839553,39.486214
32.9466,37.847249
33.053822,34.513823
33.161218,30.897699
33.268788,29.743976
33.376532,27.421282
33.484451,26.110009
33.592544,29.284665
33.700811,33.925644
33.809252,32.730985
33.917867,34.477158
34.026657,39.219066
34.13562,40.446903
34.244758,38.748907
34.35407,37.897625
34.463556,35.273449
34.573217,31.17442
34.683052,28.000537
34.79306,25.108663
34.903243,22.78115
35.013601,18.367019
35.124132,15.764308
35.234838,15.25537
35.345717,14.142167
35.456771,14.707051
35.567999,12.479434
35.679402,10.973042
35.790978,13.983952
35.902729,14.469028
36.014654,12.40474
36.126753,10.826383
36.239026,11.028073
36.351474,10.892165
36.464095,9.7049317
36.576891,9.1369623
36.689861,8.6862957
36.803005,7.2156771
36.916324,6.1917731
37.029816,5.1753682
37.143483,4.4488151
37.257324,3.4317217
37.371339,2.6495783
37.485529,2.8317966
37.599892,1.6411217
37.71443,2.2775536
37.829142,2.2234453
37.944028,2.0513457
38.059088,0.27890196
38.174323,0.30973941
38.289731,0.09769962
38.405314,-1.1101586
38.521071,-0.88246265
38.637002,-0.66234984
38.753108,-2.1909966
38.869387,-2.4487952
38.985841,-2.1180984
39.102469,-2.3204749
39.219271,-2.7029836
39.336248,-2.0813107
39.453398,-1.8672209
39.570723,-2.0842436
39.688222,-2.0735554
39.805895,-1.2939797
39.923742,-1.1337518
40.041764,-0.43993053
40.15996,-0.1929081
40.278329,-0.16523349
40.396873,-0.49808318
40.515592,-0.3993003
40.634484,-0.40221819
40.753551,-0.53036626
40.872792,-0.75237196
40.992207,-0.51921569
41.111796,-0.80312039
41.231559,-1.1031592
41.351497,-1.8271751
41.471608,-2.0575213
41.591894,-2.0765505
41.712355,-2.5979883
41.832989,-2.8610504
41.953797,-2.6461288
42.07478,-2.76891
42.195937,-3.1274331
42.317268,-3.8236589
42.438773,-1.7595482
42.560453,6.5550951
42.682306,32.163408
42.804334,50.508529
42.926536,19.849279
43.048912,26.287622
43.171463,58.819634
43.294187,58.739434
43.417086,58.760746
43.540159,58.820827
43.663406,58.629479
43.786828,57.80239
43.910423,56.402303
44.034193,53.268436
44.158137,51.569415
44.282255,50.858181
44.406547,49.652382
44.531014,51.418684
44.655654,53.380617
44.780469,53.757788
44.905458,53.758041
45.030621,53.106866
45.155959,52.557203
45.28147,52.069838
45.407156,52.405555
45.533016,52.544745
45.65905,48.06388
45.785259,44.798253
45.911641,43.641982
46.038198,41.70095
46.164929,37.23398
46.291834,36.499895
46.418913,35.428108
46.546167,34.536265
46.673595,35.80868
46.801196,35.025745
46.928972,35.677657
47.056923,36.164415
47.185047,34.235039
47.313346,33.84247
47.441819,30.845531
47.570466,31.644224
47.699287,32.24639
47.828282,26.77752
47.957452,21.50428
48.086795,22.552162
48.216313,24.525086
48.346006,22.050503
48.475872,21.465669
48.605912,34.927445
48.736127,41.557401
48.866516,38.869263
48.997079,31.019892
49.127816,32.950466
49.258728,37.87667
49.389813,39.484779
49.521073,39.359108
49.652507,39.468282
49.784115,39.945636
49.915898,40.155876
50.047854,39.032335
50.179985,38.096581
50.31229,37.866262
50.444769,37.510005
50.577423,36.745456
50.71025,35.572617
50.843252,35.905213
50.976428,35.907948
51.109778,34.341609
51.243302,33.825802
51.377001,34.580136
51.510873,33.694806
51.64492,32.675695
51.779141,30.118882
51.913536,29.294953
52.048106,27.121558
52.182849,23.449675
52.317767,18.9146
52.452859,17.147704
52.588125,14.588204
52.723566,12.569432
52.85918,11.005114
52.994969,7.7070156
53.130932,3.9300377
53.267069,2.8114356
53.40338,0.86885623
53.539866,0.32975064
53.676525,-3.0725478
53.813359,-5.5733333
53.950367,-4.5923106
54.08755,-4.9996918
54.224906,-6.0582222
54.362437,-8.8345683
54.500141,-8.8659851
54.63802,-7.5642373
54.776074,-7.6273641
54.914301,-9.086738
55.052703,-8.1541238
55.191278,-5.7157959
55.330028,-6.9560682
55.468952,-9.3102346
55.608051,-7.9782952
55.747323,-7.1641717
55.88677,-6.6560991
56.026391,-6.0305483
56.166186,-6.71497
56.306155,-7.2505409
56.446298,-7.4568688
56.586616,-6.3535614
56.727108,-4.7327757
56.867774,-1.8650998
57.008614,2.0690739
57.149629,6.0422947
57.290817,6.8624055
57.43218,9.9490144
57.573717,12.462905
57.715428,16.262902
57.857313,19.796064
57.999373,22.332978
58.141607,22.814822
58.284014,21.884732
58.426597,20.028983
58.569353,18.635811
58.712283,18.011098
58.855388,17.911705
58.998667,19.153321
59.14212,18.943788
59.285747,18.710556
59.429548,17.739901
59.573524,16.447509
59.717674,18.449065
59.861998,19.823002
60.006496,19.565397
60.151168,19.519389
60.296015,19.151643
60.441036,17.771963
60.58623,16.635253
60.7316,12.392491
60.877143,9.7966192
61.02286,7.9299905
61.168752,6.345546
61.314818,7.1452466
61.461058,7.4506608
61.607472,8.0853181
61.754061,7.8649046
61.900823,10.279617
62.04776,15.956905
62.194871,17.767358
62.342156,15.985485
62.489616,17.701483
62.637249,24.327116
62.785057,23.37611
62.933039,13.491602
63.081195,8.1716309
63.229525,9.9652166
63.37803,7.6566728
63.526708,7.1283524
63.675561,16.780256
63.824588,16.055519
63.97379,5.4404183
64.123165,2.5898545
64.272715,9.0724552
64.422439,10.433319
64.572337,12.162641
64.722409,19.28003
64.872655,20.914897
65.023076,16.306458
65.17367,14.874321
65.324439,16.492995
65.475383,15.201698
65.6265,15.447486
65.777791,20.398988
65.929257,20.879733
66.080897,19.760309
66.232711,13.723069
66.384699,13.717033
66.536862,12.040241
66.689198,7.9397499
66.841709,8.4351688
66.994394,10.114733
67.147254,5.1902063
67.300287,2.7204132
67.453495,2.4935886
67.606876,1.0901247
67.760432,1.4276686
67.914162,3.2630829
68.068067,2.7453874
68.222145,-2.697967
68.376398,-4.9101176
68.530825,-6.1220755
68.685426,-5.5850627
68.840201,-6.0128046
68.995151,-4.1425562
69.150274,-4.6409841
69.305572,-6.6453432
69.461044,-6.0066139
69.616691,-6.0267571
69.772511,-4.2351844
69.928506,-0.027974337
70.084674,5.0733045
70.241017,2.7313972
70.397535,3.3227744
70.554226,6.6984164
70.711092,10.152441
70.868131,12.069162
71.025345,12.299559
71.182733,11.965202
71.340296,11.803344
71.498032,10.912027
71.655943,10.899091
71.814028,11.027283
71.972287,11.798564
72.13072,12.40509
72.289327,13.709606
72.448109,16.60623
72.607065,16.757707
72.766195,16.650312
72.925499,16.613456
73.084977,16.858905
73.24463,17.112147
73.404457,16.855537
73.564458,16.528289
73.724633,15.824523
73.884982,15.481491
74.045506,14.644293
74.206203,14.426654
74.367075,13.761908
74.528121,11.983387
74.689342,10.165601
74.850736,10.230119
75.012305,9.1965498
75.174048,7.3394019
75.335965,9.3410287
75.498056,12.566136
75.660321,6.9990375
75.822761,-0.23869806
75.985375,-3.3274629
76.148163,-4.0790217
76.311125,-3.6071
76.474261,6.5981062
76.637572,8.5679694
76.801056,2.4985681
76.964715,-3.0846077
77.128548,-3.0129303
77.292556,-3.5609097
77.456737,4.8871405
77.621093,13.80573
77.785623,7.1791727
77.950327,-1.1729237
78.115205,-1.9172259
78.280257,-1.9164789
78.445484,-0.65303571
78.610885,11.512319
78.77646,12.603116
78.942209,2.4389615
79.108132,-5.7409281
79.27423,-4.1953763
79.440502,-1.8420303
79.606947,13.06813
79.773568,15.068437
79.940362,5.1784989
80.10733,-5.1585466
80.274473,-1.0485822
80.44179,-1.8563137
80.609281,0.50812495
80.776946,12.613622
80.944786,12.060176
81.112799,-2.5326037
81.280987,-10.325502
81.449349,-6.361656
81.617885,-8.358713
81.786596,-8.6068689
81.95548,-7.2786727
82.124539,-8.6094186
82.293772,-9.0383223
82.463179,-8.7222466
82.63276,-7.5435442
82.802516,-5.0002545
82.972446,-3.6649266
83.142549,-5.7963838
83.312828,-5.3318812
83.48328,-1.8635755
83.653906,0.69480769
83.824707,1.4883664
83.995682,1.8661204
84.166831,1.1770891
84.338154,0.64480199
84.509651,1.9947493
84.681323,4.1288918
84.853169,5.1099745
85.025189,3.4164289
85.197383,3.4482549
85.369751,4.0525114
85.542294,5.0644925
85.71501,5.5194923
85.887901,6.5547657
86.060966,7.2134499
86.234206,6.5151529
86.407619,5.6990903
86.581207,4.9770267
86.754969,5.0313152
86.928905,5.8305832
87.103015,7.6493404
87.277299,7.2954301
87.451758,4.6904209
87.626391,3.9441166
87.801198,4.1310271
87.976179,4.7335054
88.151334,8.5044925
88.326664,10.110655
88.502168,5.4500327
88.677845,1.5814485
88.853698,4.7245104
89.029724,4.9341205
89.205924,4.6338081
89.382299,4.6863183
89.558848,3.2563571
89.735571,1.6694145
89.912468,-0.76470546
90.08954,-1.3244341
90.266785,3.2686598
90.444205,6.0106548
90.621799,-0.4945276
90.799567,-6.8194364
90.97751,-9.8425029
91.155626,-8.4500017
91.333917,4.032577
91.512382,6.8993509
91.691021,-1.1281115
91.869834,-11.132163
92.048822,-9.5912349
92.227984,-8.1916019
92.407319,1.286344
92.586829,4.3563281
92.766514,-0.18164942
92.946372,-2.978569
93.126405,-10.324627
93.306612,-0.5649208
93.486993,7.3123137
93.667548,6.7525012
93.848277,6.5535382
94.029181,6.5115032
94.210259,4.3126707
94.391511,3.5335114
94.572937,5.7269663
94.754537,5.4734276
94.936312,-0.34867328
95.11826,-4.6020814
95.300383,-2.204444
95.48268,-0.536153
95.665152,3.8694581
95.847797,2.3927816
96.030617,-1.4524572
96.213611,-3.1878268
96.396779,-0.14666053
96.580121,6.494571
96.763637,7.7868481
96.947328,8.30272
97.131193,4.2225786
97.315232,2.3777966
97.499445,4.8624916
97.683832,5.7237225
97.868394,5.808548
98.053129,6.3718702
98.238039,7.2960419
98.423123,7.537926
98.608382,7.5053655
98.793814,7.6062035
98.979421,7.7620088
99.165202,7.49435
99.351157,7.6424426
99.537286,7.7906006
99.723589,8.4486276
99.910067,8.8871121
100.09672,8.933505
100.28354,8.3289828
100.47055,8.7833493
100.65772,8.7436635
100.84507,9.1354154
101.03259,9.323311
101.22029,9.5426445
101.40816,9.236553
101.5962,9.3540561
101.78442,9.78535
101.97282,10.130435
102.16139,10.5148
102.35013,10.805113
102.53904,10.530786
102.72813,10.531034
102.9174,10.570562
103.10684,11.621921
103.29645,11.998835
103.48624,11.183657
103.6762,9.7097211
103.86633,9.5221249
104.05664,8.8326332
104.24713,8.1510499
104.43779,5.7832574
104.62862,2.8194516
104.81963,0.35767195
105.01081,1.0567418
105.20216,6.5480338
105.39369,7.2550773
105.58539,-0.59467664
105.77727,-8.6482869
105.96932,-9.5881065
106.16155,-5.798449
106.35395,-1.1459812
106.54652,-5.403252
106.73927,-8.7349674
106.93219,-9.690147
107.12529,-7.4374181
107.31856,-0.36109464
107.51201,3.507451
107.70563,-4.5099519
107.89942,-11.084304
108.09339,-8.9999184
108.28753,7.0765377
108.48185,11.929378
108.67634,10.72723
108.871,4.2936239
109.06584,-0.74399037
109.26085,0.55556404
109.45604,6.2942479
109.6514,7.2642181
109.84694,4.1556707
110.04264,0.90586067
110.23853,4.5971409
110.43459,10.304021
110.63082,11.359835
110.82722,10.603797
111.02381,7.6751249
111.22056,7.2091113
111.41749,8.2488938
111.61459,10.018002
111.81187,8.2968275
112.00932,7.1402729
112.20695,6.1797106
112.40475,7.56416
112.60272,9.7798958
112.80087,10.348487
112.99919,10.399344
113.19769,7.0226643
113.39636,6.7831532
113.5952,8.316105
113.79422,8.3195587
113.99342,7.962142
114.19278,7.9105213
114.39233,7.0509714
114.59204,6.6854528
114.79193,7.2374951
114.992,8.5972943
115.19223,8.4981838
115.39265,5.8970263
115.59323,8.2683315
115.794,9.6434722
115.99493,9.5440168
116.19604,9.4444752
116.39732,7.8546512
116.59878,8.1000352
116.80041,8.2119997
117.00222,8.3081916
117.2042,7.9807679
117.40635,7.6611012
117.60868,7.1374266
117.81119,7.5705286
118.01386,8.4506032
118.21672,8.4443171
118.41974,7.198729
118.62294,5.5922705
118.82631,6.3621963
119.02986,7.0928202
119.23358,7.0390441
119.43748,5.675378
119.64155,5.0175079
119.8458,5.0575909
120.05022,5.9524896
120.25481,5.9374981
120.45958,3.7498714
120.66452,0.89549188
120.86963,1.3665163
121.07492,3.9943172
121.28039,3.022032
121.48603,-0.95426108
121.69184,-3.0169149
121.89783,-2.4914196
122.10399,0.30849932
122.31032,2.2926457
122.51683,-1.033098
122.72351,-5.505562
122.93037,-4.7388251
123.1374,3.6043675
123.34461,4.9200944
123.55199,3.0750222
123.75954,-4.1896726
123.96727,-6.1053627
124.17518,0.37893248
124.38325,4.3063501
124.5915,1.5906156
124.79993,-5.8859179
125.00853,-4.8997212
125.2173,-0.1488334
125.42625,2.7902749
125.63537,1.3372115
125.84467,-0.8688078
126.05414,0.56437375
126.26378,2.7269523
126.4736,3.7836336
126.6836,3.8677512
126.89376,4.2812657
127.10411,4.2241771
127.31462,4.0729561
127.52531,3.8981909
127.73618,4.186156
127.94721,4.2074397
128.15843,4.2836105
128.36981,4.1558449
128.58137,4.7025743
128.79311,4.4885046
129.00502,4.2273613
129.2171,4.3505169
129.42936,4.4344421
129.64179,4.6987445
129.8544,5.0963656
130.06718,4.8429914
130.28013,4.6601906
130.49326,5.2616888
130.70656,5.4474859
130.92004,5.5940525
131.13369,5.4582514
131.34751,5.4714551
131.56151,5.5473891
131.77569,5.5291906
131.99004,5.5109773
132.20456,5.4927493
132.41925,5.4745064
132.63412,5.4562487
132.84917,5.4379763
133.06439,5.419689
133.27978,5.4013869
133.49535,5.2967955
133.71109,5.3647383
133.927,5.3463919
